tahun,wilayah,produksi_ton,stasiun,curah_hujan_mm,suhu_rata_celsius,suhu_max_celsius,suhu_min_celsius,kelembapan_pct,penyinaran_jam,kecepatan_angin_ms
1991,Kab. Banyumas,421503.8740850228,Cilacap,3115.5098666130234,28.030435302406303,30.060783857386934,21.370099595293965,71.03671598239458,6.695434660309424,2.3628981871310346
1992,Kab. Banyumas,456149.8260937993,Cilacap,1905.5861789009248,25.26479251726178,33.10646224524805,19.670249828343845,84.65398101180561,6.118109542295478,1.705059600929876
1993,Kab. Banyumas,439831.7668402965,Cilacap,3002.647637713447,24.92879162296353,32.16383439799631,21.42721941610951,76.64912314297425,4.726342624586863,2.621763141038441
1994,Kab. Banyumas,436162.32853630855,Cilacap,3372.231740196898,26.708671986492792,33.357395743336035,21.161410768188198,73.97984277918873,6.17333545640912,3.7528193950899547
1995,Kab. Banyumas,457879.0841923371,Cilacap,1433.157664372266,24.88926388044856,31.38159554232927,20.16009463797253,89.60737481884371,4.770010186735288,3.056102983141785
1996,Kab. Banyumas,528065.5221813903,Cilacap,1612.538768628084,28.35338272704872,30.56651752363732,20.018005011807958,84.75769969669213,7.318217712109782,2.7681859106817965
1997,Kab. Banyumas,415982.5736416816,Cilacap,1997.0055862912518,25.488061892764353,31.321381315793197,19.026664693534,79.6607939511778,5.574135024270429,2.3623849946917503
1998,Kab. Banyumas,364752.7370819589,Cilacap,2710.5389459914813,28.34268665849946,33.018186002796874,18.38489733532483,71.51167227708135,8.305692883382264,2.391872370922001
1999,Kab. Banyumas,465836.76028545975,Cilacap,1411.7540679896936,26.495222935751908,33.11824389145133,21.242524100593442,75.34804055715082,4.5604427368579,4.395046108363416
2000,Kab. Banyumas,487779.4696093231,Cilacap,1777.0540050895356,26.880131440262737,33.53314934939355,21.050037085397427,76.25814788427296,5.584385015056263,3.2930048481081093
2001,Kab. Banyumas,453626.8924677703,Cilacap,3192.0199573068903,28.233668644616976,30.52952902201879,18.7741430629886,88.89472517566159,7.44614091333917,4.148981474489319
2002,Kab. Banyumas,401933.44245486165,Cilacap,1666.0550585112892,26.43792935554701,33.50569797208737,21.400559427234864,78.16303381733397,4.561579566765234,3.2487781704127894
2003,Kab. Banyumas,384193.17873753334,Cilacap,1782.1335401131,25.75127123071445,34.78790507541909,19.995176588212175,86.79603213328853,5.2541624229970045,3.5173814940750865
2004,Kab. Banyumas,539718.0964292454,Cilacap,3447.11599520957,24.009465504364684,30.04159971113596,20.167913963163073,71.85250966102734,7.493537398704925,4.243645991545677
2005,Kab. Banyumas,548582.7052176466,Cilacap,2198.248237230145,24.793558210777206,32.17201659503305,21.617239089250006,70.18108323160742,6.857815957938788,3.339875054662137
2006,Kab. Banyumas,545085.1917384124,Cilacap,2666.682967860652,24.710110399904387,33.570263616890635,18.456957431658882,73.98540672933602,8.009880186617927,3.716169452179699
2007,Kab. Banyumas,547031.4002345897,Cilacap,1231.6147742260941,24.741881301849002,31.072032414965822,19.354031640184864,74.95119540559773,4.750105182971383,2.876821549790461
2008,Kab. Banyumas,409764.36656196613,Cilacap,2885.28699200818,26.533658623587183,33.3643583429904,18.405745892681196,89.02981420353575,7.853967335372099,3.9152709554869882
2009,Kab. Banyumas,433623.2663804312,Cilacap,3092.862751596065,28.163552540663808,32.72126983056849,19.00141008933813,82.33567215705082,7.471525974671756,3.7137521800620763
2010,Kab. Banyumas,490064.47526097985,Cilacap,2399.332755583824,23.84229359666789,31.85556469215064,22.603833042316786,81.68897819514852,6.653327773022854,2.3065605431465803
2011,Kab. Banyumas,393029.9482086858,Cilacap,2047.4325158081315,27.976730445765845,33.33231523763418,21.936935133761665,79.0869084613531,7.020988877824632,2.2451508262296227
2012,Kab. Banyumas,363824.3786605046,Cilacap,2822.559909652018,25.638006668516688,32.212727574073725,21.24661162288441,88.72561242937853,4.756025386434484,3.974229712041023
2013,Kab. Banyumas,408800.6155795856,Cilacap,1872.4811539480443,25.71959727253189,30.109566643875045,19.505230389171565,80.0526248526026,4.724704309389756,2.9732871881494956
2014,Kab. Banyumas,453485.69488698605,Cilacap,3332.354446374383,24.026966090539027,33.82220364037752,20.048355266879962,83.10347429048676,5.540946391940917,1.978476787624075
2015,Kab. Banyumas,649392.5087298992,Cilacap,1569.0640128238208,23.852459728215724,30.928233524506215,21.32109692494484,87.63381223687016,7.756502742364647,3.5554029296234524
2016,Kab. Banyumas,625420.3266726019,Cilacap,1453.993285845536,24.94593723147975,31.549034376612344,19.249784731988107,80.30011319419447,6.64221525951869,2.5706579255133306
2017,Kab. Banyumas,367622.35137828276,Cilacap,2013.7150650938029,27.64277798953041,33.94646424159843,19.538979158403727,88.27576887746518,8.311260068010025,2.4802276260901226
2018,Kab. Banyumas,396213.0506767926,Cilacap,2015.1773822240261,26.028170767109795,34.70560406266837,22.381597165711558,72.0513592516718,6.070922973085665,3.1601135692493156
2019,Kab. Banyumas,466341.9632187216,Cilacap,2357.204686868542,24.469315339684464,34.294083855840775,21.384703914984186,86.75816749703607,7.935057117397889,3.745067560997219
2020,Kab. Banyumas,310115.9520485675,Cilacap,2210.18438287435,26.552733775077122,30.801827030598716,21.36822708737454,73.58506511478562,7.275798362040627,2.188794482261906
2021,Kab. Banyumas,366847.0261164132,Cilacap,1470.3679903455059,24.326422450714787,30.00996067609535,21.59369808926765,84.64802098116758,6.559733399653037,1.984088403166151
2022,Kab. Banyumas,337556.84314608277,Cilacap,1392.1749762745865,23.595644832186434,30.828740884826104,22.454277674915733,74.83073683403363,5.917085308868863,1.8160364534439997
2023,Kab. Banyumas,369178.26555194333,Cilacap,1711.4310009207916,26.096122853901026,33.038763415478265,19.226761570831055,71.15464318450235,6.064131476509594,2.2026101127790025
2024,Kab. Banyumas,542061.3469066605,Cilacap,1704.9740234285446,28.299314013567276,33.08150242962862,20.78439221586048,78.31550207046644,6.2157773337205775,3.1227150115142424
2025,Kab. Banyumas,602285.4128085822,Cilacap,2801.7885561830467,27.010730480909146,30.85846953852725,20.500563760383134,78.23916190068203,7.982107865077537,3.3942567636551293
1990,Kab. Purbalingga,327239.5515996693,Banjarnegara,3493.6471697782863,23.650130026646963,34.486829328954656,21.11315266799329,89.46765238329643,6.360038070105711,4.042163791714121
1991,Kab. Purbalingga,355485.2892505708,Banjarnegara,1343.5063577760377,25.17639525039148,30.33508268875605,22.876715667395352,86.33947814543674,7.910189684983882,4.313895694301682
1992,Kab. Purbalingga,307409.5481063704,Banjarnegara,1395.7380180755063,25.427987962566668,30.355174445220012,19.053965507750142,74.58731554075345,6.376428844190315,2.3056865023609276
1993,Kab. Purbalingga,290766.68565224425,Banjarnegara,1432.2496456808506,24.33745544547054,30.736377817760456,22.865383989561494,85.18585013836947,8.371045861078247,2.8192214595237255
1994,Kab. Purbalingga,295215.57414812985,Banjarnegara,1840.24750782411,27.491465986045934,31.631269590205733,19.496916868526743,74.65011984415662,5.018715912896941,2.269389183050298
1995,Kab. Purbalingga,333809.90059639874,Banjarnegara,2017.2354214899417,26.86997104072865,30.312824211097258,19.052534698326713,86.18047280583353,5.087687694335083,2.527935439567565
1996,Kab. Purbalingga,280714.5065013772,Banjarnegara,3188.715520273722,24.274626555717212,30.41368417809095,20.422689975400054,76.04839022557073,6.7536334579354165,3.9114146714504257
1997,Kab. Purbalingga,396743.52679905755,Banjarnegara,1515.4415227513093,26.403495422771424,32.52754380194932,18.720393930066,82.47996971057965,5.594561671443087,2.9635029556320376
1998,Kab. Purbalingga,274139.5220681225,Banjarnegara,1389.2263458372422,25.797920286068116,31.532317340214103,22.111906055926774,71.13957453994736,6.17442909967332,2.875294272394314
1999,Kab. Purbalingga,372250.3327381423,Banjarnegara,2867.513975487973,26.371437875451054,33.336061685970904,21.88524642825878,87.24405947316377,5.7555019868898825,3.1140681160917087
2000,Kab. Purbalingga,395826.8700105848,Banjarnegara,3132.24858041016,28.447255654825284,34.447596555218816,19.857336313121884,73.903330344373,6.4575701496263544,3.7249243555081266
2001,Kab. Purbalingga,352747.89802375867,Banjarnegara,2332.9088627325846,25.915904316568344,34.191152105409,19.807018895335933,87.19589349623291,6.127219203806894,2.4846993170350182
2002,Kab. Purbalingga,309964.07164195547,Banjarnegara,2244.1767957593074,27.312234793374344,30.63001013931997,18.982096079360087,89.02889651326184,5.2019665095254295,3.203181953793164
2003,Kab. Purbalingga,269929.454653507,Banjarnegara,2532.423273322457,25.948122310251225,33.22372624288409,19.149133628988093,81.05324535553497,5.988693020987588,3.4850017788875673
2004,Kab. Purbalingga,413993.33355613786,Banjarnegara,1524.8141497582437,26.35438708419738,30.92635177691662,19.393215315575183,74.37419600647166,5.231351119475269,3.977132854682001
2005,Kab. Purbalingga,322249.6764137068,Banjarnegara,1857.1274056200477,28.135618909322247,34.849632626725956,20.856302349685485,72.86002245331453,5.998192973518325,3.893196790044642
2006,Kab. Purbalingga,318576.83255543537,Banjarnegara,2044.998676003262,23.935086091513945,32.78392455464094,22.225604257480175,85.91852774287005,5.200492560521413,3.5182938432374002
2007,Kab. Purbalingga,432488.2029509186,Banjarnegara,1707.1598059019884,24.591037672760862,34.370358866525926,19.24834476370115,75.26494693036022,4.502613563045198,4.112007102376553
2008,Kab. Purbalingga,394392.7930227781,Banjarnegara,3022.96807038101,26.63664467545339,33.75132881969421,18.76024283712246,79.16647189175151,5.904877549395124,1.7813295787710495
2009,Kab. Purbalingga,265069.7760482536,Banjarnegara,2318.1001159943253,28.103698251713176,30.200295595253472,19.45730456746897,74.15081872411407,5.452586614662785,4.225303655638125
2010,Kab. Purbalingga,454987.9482066782,Banjarnegara,2276.5588247388673,25.831497064699093,33.80287821227641,18.77246102002463,79.74530708200102,6.219940856484239,3.2907320716399684
2011,Kab. Purbalingga,197597.19375315428,Banjarnegara,3498.982717476009,27.347244470410235,31.989328515087138,22.137765261370234,73.4141672662496,4.62185474523584,2.1133451173928193
2012,Kab. Purbalingga,288809.0026519637,Banjarnegara,1982.9465790627974,26.0529037872978,33.075645702706,22.55302858607211,80.19708019100915,6.5051025785029175,1.6507290294689465
2013,Kab. Purbalingga,404915.48473317723,Banjarnegara,1280.2965711093148,26.25579980958186,32.19089306624172,22.195901974901492,73.2135916942369,4.599886648468198,2.8471163037903775
2014,Kab. Purbalingga,245980.80087081215,Banjarnegara,1746.2006805301921,23.748071866694186,33.622991434238145,18.557964999786236,82.16639000015543,5.624199000667557,2.020488151065066
2015,Kab. Purbalingga,311999.003700275,Banjarnegara,2073.42850271443,27.50722888111477,31.960467884522863,21.753848246055277,72.50972593598301,7.591085678660317,2.210799974719946
2016,Kab. Purbalingga,457084.02723844256,Banjarnegara,2758.0041987444074,26.328907774204982,34.64572358605844,19.93661258987657,71.3233037766888,4.576621942205012,3.9805756829182593
2017,Kab. Purbalingga,419580.1534598144,Banjarnegara,2406.891966621294,27.376220259174747,31.172128000057572,19.72541872756617,70.60207744422638,8.345969298296449,3.5036037201024404
2018,Kab. Purbalingga,377458.9790177182,Banjarnegara,3346.3717018464044,24.827482037145362,33.0573180561283,21.392499841463188,76.35099400515176,7.89243694006252,4.341484388700744
2019,Kab. Purbalingga,255408.9790525246,Banjarnegara,3235.16677070081,27.195334879696862,31.38732339862477,19.40808021052816,89.26720640892076,4.541137983742768,3.6481499197264333
2020,Kab. Purbalingga,259116.33645322444,Banjarnegara,2824.366173877103,26.613447704748985,34.95054423043433,19.559397178818628,76.79943727586496,4.815757611786222,2.8283944096312124
2021,Kab. Purbalingga,526820.2109563735,Banjarnegara,1800.4116103401507,25.21693351088822,34.17285895127814,22.67742256763748,73.71466144010371,5.990035726213863,4.285891686346182
2022,Kab. Purbalingga,418316.11597608344,Banjarnegara,1342.159459585212,23.961802640556893,30.813954946031146,20.976064170634373,73.00944542011995,8.372305525802934,2.840143581775561
2023,Kab. Purbalingga,427064.8577715183,Banjarnegara,2353.4913088053827,24.733293079027032,32.354801262173666,21.30956816318506,85.02354273908085,7.515472330839652,3.233673338082265
2024,Kab. Purbalingga,375708.57734690193,Banjarnegara,3280.0274824858716,27.587039236530547,33.78524057349313,18.278027608402304,70.13755924439299,5.349789108781891,3.490570781740357
2025,Kab. Purbalingga,251110.68350592765,Banjarnegara,2145.7542244298556,25.51203129649656,34.42293444114807,22.477814240659193,88.18350528107172,5.755512306060109,3.5731674382177854
1990,Kab. Banjarnegara,158459.53711652104,Banjarnegara,3493.6471697782863,23.650130026646963,34.486829328954656,21.11315266799329,89.46765238329643,6.360038070105711,4.042163791714121
1991,Kab. Banjarnegara,183315.51390067668,Banjarnegara,1343.5063577760377,25.17639525039148,30.33508268875605,22.876715667395352,86.33947814543674,7.910189684983882,4.313895694301682
1992,Kab. Banjarnegara,166947.05965158142,Banjarnegara,1395.7380180755063,25.427987962566668,30.355174445220012,19.053965507750142,74.58731554075345,6.376428844190315,2.3056865023609276
1993,Kab. Banjarnegara,176501.9922077015,Banjarnegara,1432.2496456808506,24.33745544547054,30.736377817760456,22.865383989561494,85.18585013836947,8.371045861078247,2.8192214595237255
1994,Kab. Banjarnegara,166680.35942880122,Banjarnegara,1840.24750782411,27.491465986045934,31.631269590205733,19.496916868526743,74.65011984415662,5.018715912896941,2.269389183050298
1995,Kab. Banjarnegara,161874.96060123455,Banjarnegara,2017.2354214899417,26.86997104072865,30.312824211097258,19.052534698326713,86.18047280583353,5.087687694335083,2.527935439567565
1996,Kab. Banjarnegara,216563.7560507153,Banjarnegara,3188.715520273722,24.274626555717212,30.41368417809095,20.422689975400054,76.04839022557073,6.7536334579354165,3.9114146714504257
1997,Kab. Banjarnegara,170043.9952733587,Banjarnegara,1515.4415227513093,26.403495422771424,32.52754380194932,18.720393930066,82.47996971057965,5.594561671443087,2.9635029556320376
1998,Kab. Banjarnegara,206051.40664811543,Banjarnegara,1389.2263458372422,25.797920286068116,31.532317340214103,22.111906055926774,71.13957453994736,6.17442909967332,2.875294272394314
1999,Kab. Banjarnegara,203639.33036098885,Banjarnegara,2867.513975487973,26.371437875451054,33.336061685970904,21.88524642825878,87.24405947316377,5.7555019868898825,3.1140681160917087
2000,Kab. Banjarnegara,182374.06929500346,Banjarnegara,3132.24858041016,28.447255654825284,34.447596555218816,19.857336313121884,73.903330344373,6.4575701496263544,3.7249243555081266
2001,Kab. Banjarnegara,175565.91070741563,Banjarnegara,2332.9088627325846,25.915904316568344,34.191152105409,19.807018895335933,87.19589349623291,6.127219203806894,2.4846993170350182
2002,Kab. Banjarnegara,233291.5075462194,Banjarnegara,2244.1767957593074,27.312234793374344,30.63001013931997,18.982096079360087,89.02889651326184,5.2019665095254295,3.203181953793164
2003,Kab. Banjarnegara,255423.9880958,Banjarnegara,2532.423273322457,25.948122310251225,33.22372624288409,19.149133628988093,81.05324535553497,5.988693020987588,3.4850017788875673
2004,Kab. Banjarnegara,212753.62805351545,Banjarnegara,1524.8141497582437,26.35438708419738,30.92635177691662,19.393215315575183,74.37419600647166,5.231351119475269,3.977132854682001
2005,Kab. Banjarnegara,212831.2788506311,Banjarnegara,1857.1274056200477,28.135618909322247,34.849632626725956,20.856302349685485,72.86002245331453,5.998192973518325,3.893196790044642
2006,Kab. Banjarnegara,231597.21852728463,Banjarnegara,2044.998676003262,23.935086091513945,32.78392455464094,22.225604257480175,85.91852774287005,5.200492560521413,3.5182938432374002
2007,Kab. Banjarnegara,154162.73299939005,Banjarnegara,1707.1598059019884,24.591037672760862,34.370358866525926,19.24834476370115,75.26494693036022,4.502613563045198,4.112007102376553
2008,Kab. Banjarnegara,162129.0517740879,Banjarnegara,3022.96807038101,26.63664467545339,33.75132881969421,18.76024283712246,79.16647189175151,5.904877549395124,1.7813295787710495
2009,Kab. Banjarnegara,57701.34816536215,Banjarnegara,2318.1001159943253,28.103698251713176,30.200295595253472,19.45730456746897,74.15081872411407,5.452586614662785,4.225303655638125
2010,Kab. Banjarnegara,146227.7395089839,Banjarnegara,2276.5588247388673,25.831497064699093,33.80287821227641,18.77246102002463,79.74530708200102,6.219940856484239,3.2907320716399684
2011,Kab. Banjarnegara,224385.7558682268,Banjarnegara,3498.982717476009,27.347244470410235,31.989328515087138,22.137765261370234,73.4141672662496,4.62185474523584,2.1133451173928193
2012,Kab. Banjarnegara,41802.8509041379,Banjarnegara,1982.9465790627974,26.0529037872978,33.075645702706,22.55302858607211,80.19708019100915,6.5051025785029175,1.6507290294689465
2013,Kab. Banjarnegara,195396.57470264606,Banjarnegara,1280.2965711093148,26.25579980958186,32.19089306624172,22.195901974901492,73.2135916942369,4.599886648468198,2.8471163037903775
2014,Kab. Banjarnegara,292171.70036217413,Banjarnegara,1746.2006805301921,23.748071866694186,33.622991434238145,18.557964999786236,82.16639000015543,5.624199000667557,2.020488151065066
2015,Kab. Banjarnegara,38262.67487960802,Banjarnegara,2073.42850271443,27.50722888111477,31.960467884522863,21.753848246055277,72.50972593598301,7.591085678660317,2.210799974719946
2016,Kab. Banjarnegara,96191.32579699288,Banjarnegara,2758.0041987444074,26.328907774204982,34.64572358605844,19.93661258987657,71.3233037766888,4.576621942205012,3.9805756829182593
2017,Kab. Banjarnegara,286548.3554864354,Banjarnegara,2406.891966621294,27.376220259174747,31.172128000057572,19.72541872756617,70.60207744422638,8.345969298296449,3.5036037201024404
2018,Kab. Banjarnegara,285542.29593440035,Banjarnegara,3346.3717018464044,24.827482037145362,33.0573180561283,21.392499841463188,76.35099400515176,7.89243694006252,4.341484388700744
2019,Kab. Banjarnegara,146538.2555303386,Banjarnegara,3235.16677070081,27.195334879696862,31.38732339862477,19.40808021052816,89.26720640892076,4.541137983742768,3.6481499197264333
2020,Kab. Banjarnegara,312174.825969565,Banjarnegara,2824.366173877103,26.613447704748985,34.95054423043433,19.559397178818628,76.79943727586496,4.815757611786222,2.8283944096312124
2021,Kab. Banjarnegara,10000.0,Banjarnegara,1800.4116103401507,25.21693351088822,34.17285895127814,22.67742256763748,73.71466144010371,5.990035726213863,4.285891686346182
2022,Kab. Banjarnegara,10000.0,Banjarnegara,1342.159459585212,23.961802640556893,30.813954946031146,20.976064170634373,73.00944542011995,8.372305525802934,2.840143581775561
2023,Kab. Banjarnegara,103511.48281671014,Banjarnegara,2353.4913088053827,24.733293079027032,32.354801262173666,21.30956816318506,85.02354273908085,7.515472330839652,3.233673338082265
2024,Kab. Banjarnegara,66442.69840351664,Banjarnegara,3280.0274824858716,27.587039236530547,33.78524057349313,18.278027608402304,70.13755924439299,5.349789108781891,3.490570781740357
2025,Kab. Banjarnegara,278838.7835791921,Banjarnegara,2145.7542244298556,25.51203129649656,34.42293444114807,22.477814240659193,88.18350528107172,5.755512306060109,3.5731674382177854
1990,Kab. Kebumen,489531.9434632317,Cilacap,1867.1047235136048,27.857070170954273,33.36351497104449,21.98340698595686,75.00935797584998,6.999496398427995,3.215237949431246
1991,Kab. Kebumen,468192.92554556334,Cilacap,3115.5098666130234,28.030435302406303,30.060783857386934,21.370099595293965,71.03671598239458,6.695434660309424,2.3628981871310346
1992,Kab. Kebumen,468868.04823374166,Cilacap,1905.5861789009248,25.26479251726178,33.10646224524805,19.670249828343845,84.65398101180561,6.118109542295478,1.705059600929876
1993,Kab. Kebumen,418496.7762671639,Cilacap,3002.647637713447,24.92879162296353,32.16383439799631,21.42721941610951,76.64912314297425,4.726342624586863,2.621763141038441
1994,Kab. Kebumen,442000.98539226333,Cilacap,3372.231740196898,26.708671986492792,33.357395743336035,21.161410768188198,73.97984277918873,6.17333545640912,3.7528193950899547
1995,Kab. Kebumen,468402.7994822419,Cilacap,1433.157664372266,24.88926388044856,31.38159554232927,20.16009463797253,89.60737481884371,4.770010186735288,3.056102983141785
1996,Kab. Kebumen,359894.53725237574,Cilacap,1612.538768628084,28.35338272704872,30.56651752363732,20.018005011807958,84.75769969669213,7.318217712109782,2.7681859106817965
1997,Kab. Kebumen,407362.43685810466,Cilacap,1997.0055862912518,25.488061892764353,31.321381315793197,19.026664693534,79.6607939511778,5.574135024270429,2.3623849946917503
1998,Kab. Kebumen,484857.61712236097,Cilacap,2710.5389459914813,28.34268665849946,33.018186002796874,18.38489733532483,71.51167227708135,8.305692883382264,2.391872370922001
1999,Kab. Kebumen,447791.94911528076,Cilacap,1411.7540679896936,26.495222935751908,33.11824389145133,21.242524100593442,75.34804055715082,4.5604427368579,4.395046108363416
2000,Kab. Kebumen,431803.8065746672,Cilacap,1777.0540050895356,26.880131440262737,33.53314934939355,21.050037085397427,76.25814788427296,5.584385015056263,3.2930048481081093
2001,Kab. Kebumen,435320.06147634285,Cilacap,3192.0199573068903,28.233668644616976,30.52952902201879,18.7741430629886,88.89472517566159,7.44614091333917,4.148981474489319
2002,Kab. Kebumen,501071.06172739837,Cilacap,1666.0550585112892,26.43792935554701,33.50569797208737,21.400559427234864,78.16303381733397,4.561579566765234,3.2487781704127894
2003,Kab. Kebumen,403257.00731891714,Cilacap,1782.1335401131,25.75127123071445,34.78790507541909,19.995176588212175,86.79603213328853,5.2541624229970045,3.5173814940750865
2004,Kab. Kebumen,495405.16985632887,Cilacap,3447.11599520957,24.009465504364684,30.04159971113596,20.167913963163073,71.85250966102734,7.493537398704925,4.243645991545677
2005,Kab. Kebumen,547727.4446636105,Cilacap,2198.248237230145,24.793558210777206,32.17201659503305,21.617239089250006,70.18108323160742,6.857815957938788,3.339875054662137
2006,Kab. Kebumen,518507.784844069,Cilacap,2666.682967860652,24.710110399904387,33.570263616890635,18.456957431658882,73.98540672933602,8.009880186617927,3.716169452179699
